IND81288,34324,2019-06-05,BE01,75384.7734375,17677.94921875,1,484.540008544922,776242.9375,1485828.625,603617.875,607332.4375,12249.9599609375,1134475.25,1,2,1,1
IND65833,42205,2001-10-12,BE02,289834.3125,17398.919921875,1,2256.8798828125,1270615.375,641482.8125,229521.375,344635.15625,61162.30859375,2000526.125,1,3,2,2
IND47499,7314,2010-01-25,BE03,169935.234375,42825.8984375,2,4568.740234375,1052715.875,1033401.5625,652674.6875,203054.34375,79071.78125,548137.5625,1,3,3,3
IND72498,34594,2019-03-28,BE04,356808.125,5473.14990234375,2,4205,121195.0625,1048157.5,1048157.5,234685.015625,57513.6484375,1148402.25,0,4,4,4
IND60181,41269,2012-07-20,BE05,130711.6796875,48077.6015625,1,3779.48999023438,1048301.9375,487782.53125,446644.25,128351.453125,30012.140625,1674412.125,0,3,1,5
IND78532,13204,2019-07-02,BE06,118326.9609375,6028.2001953125,2,5148.56005859375,601902.5,1307269.375,745627.75,238310.375,15615.1796875,1556031,1,2,1,6
IND95683,42910,2002-02-06,BE06,57336.46875,13929.16015625,1,959.900024414063,208909.6875,41200.1796875,60588.5,24639.330078125,3045.78002929688,154111.625,1,1,1,7
IND40785,6127,2000-03-11,BE04,65125.80078125,31077.80078125,1,4576.580078125,1140704.75,156983.125,53889.73046875,46813.78125,51979.19140625,1171456.625,0,2,2,8
IND13570,32656,2015-07-04,BE07,87849.46875,9385.349609375,1,78.620002746582,803444.4375,1242347.25,328334.625,279528.125,27125.279296875,464560.28125,0,1,2,9
IND53299,28340,1995-11-20,BE08,65369.359375,27364.80078125,3,4836.85986328125,60027.8984375,317246.65625,111532.03125,115869.390625,48043.51953125,908583.9375,2,1,3,10
IND76263,40459,2014-10-18,BE09,74966.5078125,16928.73046875,1,493.320007324219,214327.8125,37979.76953125,19335.16015625,52204.921875,10539.7900390625,353119.9375,3,1,3,11
IND56452,25563,2005-12-09,BE10,111449.0625,17480.189453125,2,392.589996337891,580468.5,749007.9375,204991.65625,513425.25,22904.91015625,294397.84375,0,2,3,12
IND28766,35687,2018-03-17,BE11,115637.1875,10848.599609375,1,5055.31005859375,815250.625,616330.9375,208277.34375,138738.21875,6336.64990234375,972455.4375,3,1,3,13
IND17897,19554,1996-02-01,BE12,124434.78125,26146,2,5211.3701171875,984792.5,802863,263714.125,174051.3125,68855.4921875,835554.8125,0,2,3,14
IND86325,33368,2020-05-06,BE13,260795.34375,11584.6796875,1,2866.34008789063,310876.625,116399.859375,69072.453125,67077.0234375,48101.12890625,1136169.25,1,2,3,15
IND74197,27913,2021-06-01,BE14,78892.5234375,32369.7109375,1,4882.1298828125,1510860.625,317542.21875,134344.78125,71284.15625,20708.55078125,2283081.5,3,2,3,16
IND28503,9505,2014-06-22,BE15,257120.21875,16263.990234375,1,8614.0595703125,436988.4375,2446251.5,1273391.25,253337.828125,80698.2578125,1128082.125,1,3,4,17
IND56539,36232,2020-01-19,BE16,145704.546875,3078.27001953125,1,1895.06005859375,384153.375,55118.87109375,25590.900390625,64095.37109375,10492.3701171875,199617.8125,3,1,4,18
IND53604,6299,2019-03-31,BE17,34404.16015625,19668.400390625,2,5384.7001953125,1102836.125,204450.828125,89694.5625,35877.8203125,22452.060546875,1115542.5,3,1,3,19
IND32064,7694,2009-09-03,BE09,129060.8828125,17283.630859375,1,395.579986572266,1000409.3125,966281.3125,472404.21875,396819.53125,37271.05078125,1631986.875,2,4,1,20
IND72934,38321,2020-03-04,BE02,129981.3125,10242.83984375,2,2383.86010742188,373846.6875,38406.80078125,11024.169921875,25028.4296875,24422.099609375,441603.53125,2,1,2,21
IND16101,12772,2015-12-31,BE09,123545.421875,2984.52001953125,1,2789.43994140625,1400623.125,547459.75,324420.59375,42985.73046875,31481.779296875,1255331.5,3,2,3,22
IND93121,28661,2013-01-14,BE15,308182.9375,64332.66015625,1,4458.60986328125,649331.8125,103871.6328125,77431.578125,133711.125,12045.0703125,176113.984375,0,5,4,1
IND93310,8767,2021-05-23,BE18,122579.40625,10312.5400390625,1,4959.35986328125,963017.5625,1115098.125,368467.1875,721420,11782.2197265625,861771.25,1,2,1,2
IND71301,14954,2021-09-19,BE11,30942.0703125,4469.97998046875,1,3338.63989257813,276532.78125,132960.515625,108193.359375,22381.689453125,23955.900390625,622223.6875,0,1,1,3
IND21279,24058,2013-03-20,BE09,50651.55859375,8097.25,3,509.209991455078,278071.375,302540.59375,94771.75,153748.9375,16732.390625,430027.78125,3,1,1,4
IND98618,8623,2014-01-29,BE19,502309.09375,69381,2,10639.3095703125,1469913.25,1724818.25,507299.5,1168238.25,75592.25,2143826,0,4,2,8
IND35589,38270,2018-08-01,BE20,87019.7265625,11316.5,2,1253.68005371094,273944.5625,192711.78125,54150.421875,73580.859375,21530.91015625,772573.625,1,1,2,9
IND40198,29119,2005-05-24,BE21,246615.84375,35332,3,5835.259765625,622181.875,765153.5625,552072.8125,308192.25,29778.580078125,1078308.25,0,3,3,10
IND49616,31338,2016-08-22,BE22,130023.359375,15464.3798828125,1,219.190002441406,366887.125,447804.625,221138.078125,271999.84375,31010.830078125,787555.5625,0,1,3,11
IND55475,21778,2013-06-04,BE23,82703.8125,8635.669921875,2,8521.7998046875,842201.375,2098819.5,990288.0625,424345.84375,32253.439453125,272858.21875,3,4,3,12
IND61272,34773,2020-10-12,BE24,137256.09375,18322.919921875,2,1050.56005859375,1035297.6875,976553.1875,180073.640625,471515.90625,34284.828125,469532.28125,0,1,3,13
IND33884,29287,2021-05-29,BE25,224640.75,57090.71875,3,3550.73999023438,1091959.5,828226.5,532945.75,127330.828125,61733.23828125,454281.875,1,3,3,14
IND53121,29278,2021-02-15,BE26,147292.90625,24297.419921875,1,4097.6201171875,105266.6484375,187826.40625,35438.94140625,70287.2421875,7805.91015625,1112746.5,3,1,3,15
IND25680,99,2017-09-25,BE27,263248.96875,47651.76171875,2,7069.16015625,693956.25,1420246.25,554930.6875,235234.171875,1624.18994140625,2518271.75,3,3,3,1
IND55454,20746,2017-11-28,BE28,193690.9375,11655.5400390625,2,3610.419921875,50809.390625,342138.3125,255463.265625,174627.40625,4469.1298828125,626121.875,2,2,4,2
IND96454,15809,2014-05-03,BE29,91243.046875,37750.71875,3,6660.85009765625,122158.609375,2137439.25,639548.75,1273038.625,12504.169921875,411062.28125,2,3,4,3
IND14292,30376,2005-12-13,BE05,162807.390625,70394.3984375,1,811.960021972656,709300.6875,1667444.125,517118.75,274495.09375,2337.77001953125,270162.9375,2,4,3,4
IND67206,38915,2012-01-13,BE23,193729.9375,44815.4609375,2,2062.14990234375,66053.90625,684295.0625,337704.0625,534461.0625,47911.890625,992911.875,2,3,1,5
IND90177,5659,2006-08-11,BE18,131497.09375,15962.66015625,1,3127.86010742188,57219.8984375,725666.625,233012.203125,506302.25,21798.3203125,498564.84375,0,1,2,6
IND60970,28045,2001-12-23,BE25,319205.90625,49416,1,9.55000019073486,0,309361.9375,360077,135307.8125,17710.51953125,945484,3,4,3,7
IND24003,16845,2020-02-28,BE23,44088.51171875,32418.880859375,2,2795.52001953125,1485747.375,396706.90625,153723.9375,55588.55859375,40504.26171875,717420.3125,1,2,4,8
IND87800,20816,2008-01-24,BE22,420683.65625,24472.55078125,1,1011.55999755859,820479.875,1818216.125,683649.25,886562.1875,14157.73046875,1549847.625,1,3,1,9
IND75987,30025,2006-11-12,BE10,32062.51953125,19653.48046875,1,1612.81994628906,231528.625,140280.046875,170536.53125,109748.5078125,5492.47021484375,352732.71875,0,1,1,10
IND70083,12219,2016-08-28,BE28,92487.6484375,23690.509765625,1,2199.17993164063,560657.25,208470.984375,49811.6484375,134675.953125,5026.4501953125,407139.6875,2,1,1,11
IND31444,33457,2020-01-31,BE18,130572.5078125,49441.921875,1,3225.22998046875,120782.421875,370436.78125,206472.953125,264528.28125,17000.189453125,854418.25,0,2,2,12
IND70450,31049,2021-07-21,BE16,54753.75,5311,1,1408.33996582031,80386.109375,11363.75,14158.1103515625,4470.97998046875,8745.7197265625,390608.625,1,1,2,13
IND47520,3444,2020-03-16,BE20,180214.796875,9226.349609375,2,587.710021972656,791256.5625,1988033,460993.15625,783688.375,36763.44921875,1991318.125,2,2,3,14
IND69076,3711,1996-12-11,BE01,52826.78125,26160.4609375,2,2617.61010742188,385480.4375,295345.625,277114.40625,86634.7109375,20544.69921875,71268.328125,2,1,3,15
IND53190,30998,2007-02-01,BE30,43622.87890625,19416.400390625,1,229.899993896484,39047.140625,192729.765625,87604.4375,223391.3125,16286.599609375,237137.34375,0,1,3,16
IND58356,3113,2018-09-01,BE31,142841.265625,5405,1,3431.38989257813,508939.375,527832.8125,450589,171867.515625,12316.330078125,542464.5,0,2,3,17
IND33691,30551,2009-07-04,BE06,90437.65625,12737.400390625,3,2830.36010742188,573366.1875,202406.3125,101203.15625,80786.5234375,9723.8701171875,704110,2,2,3,18
IND20398,16593,2008-09-29,BE32,32301.470703125,5597.39990234375,1,1751.42004394531,310657.96875,74293.46875,64447.3515625,14035.2001953125,13795.2802734375,579453.8125,1,1,3,19
IND54314,24168,2007-01-01,BE33,293419.0625,16443.25,1,4496.6298828125,2183384.75,1490773.75,634781.0625,281227.25,399.200012207031,1633759.25,2,4,3,20
IND74305,25730,1999-11-12,BE34,55011.83984375,14206.2001953125,1,3955.06005859375,479936.375,1209655.625,474674.96875,299657.71875,43547.80078125,698612.5,3,1,4,21
IND37195,10528,2015-04-16,BE30,77971.4609375,7820.39990234375,1,856.210021972656,478157.90625,61042.62109375,29222.529296875,25358.66015625,24984.349609375,487689.4375,0,1,4,22
IND52609,30762,2005-09-07,BE29,84111.5078125,18940.380859375,1,156.669998168945,304608.1875,130415.953125,61947.578125,84900.78125,3455.21997070313,356683.9375,3,1,1,1
IND26283,95,2006-04-21,BE21,98369.2890625,3050.25,1,1441.89001464844,213195.0625,376150.25,235795.6875,198629.796875,23821.779296875,312562.625,3,2,2,2
IND61913,10119,2012-08-30,BE35,243490.734375,63872.76171875,1,5578.33984375,1045569,428657.4375,214328.734375,382765.875,32217.390625,1105110.375,1,3,3,3
